Threshold,TPR,FPR
0.0,1.0,0.16965973534971646
0.01,0.9986357435197817,0.08081285444234404
0.02,0.9986357435197817,0.05387523629489603
0.03,0.9986357435197817,0.0444234404536862
0.04,0.9986357435197817,0.03827977315689981
0.05,0.9986357435197817,0.029773156899810964
0.06,0.9986357435197817,0.02599243856332703
0.07,0.9986357435197817,0.022684310018903593
0.08,0.9986357435197817,0.021739130434782608
0.09,0.9986357435197817,0.020321361058601134
0.1,0.9986357435197817,0.01890359168241966
0.11,0.9986357435197817,0.018431001890359167
0.12,0.9986357435197817,0.018431001890359167
0.13,0.9986357435197817,0.0165406427221172
0.14,0.9986357435197817,0.014177693761814745
0.15,0.9986357435197817,0.013232514177693762
0.16,0.9986357435197817,0.011814744801512287
0.17,0.9986357435197817,0.011814744801512287
0.18,0.9986357435197817,0.011342155009451797
0.19,0.9986357435197817,0.011342155009451797
0.2,0.9986357435197817,0.010869565217391304
0.21,0.9986357435197817,0.010869565217391304
0.22,0.9986357435197817,0.010869565217391304
0.23,0.9986357435197817,0.010396975425330813
0.24,0.9986357435197817,0.00992438563327032
0.25,0.9986357435197817,0.00992438563327032
0.26,0.9972714870395635,0.00945179584120983
0.27,0.9972714870395635,0.008979206049149339
0.28,0.9959072305593452,0.008979206049149339
0.29,0.9945429740791268,0.008979206049149339
0.3,0.9931787175989086,0.008979206049149339
0.31,0.9931787175989086,0.008506616257088847
0.32,0.9931787175989086,0.008506616257088847
0.33,0.9918144611186903,0.007561436672967864
0.34,0.9918144611186903,0.007088846880907372
0.35000000000000003,0.9918144611186903,0.006616257088846881
0.36,0.9918144611186903,0.006616257088846881
0.37,0.9918144611186903,0.006616257088846881
0.38,0.9918144611186903,0.006143667296786389
0.39,0.990450204638472,0.006143667296786389
0.4,0.990450204638472,0.006143667296786389
0.41000000000000003,0.990450204638472,0.005671077504725898
0.42,0.990450204638472,0.005671077504725898
0.43,0.9890859481582538,0.004725897920604915
0.44,0.9890859481582538,0.004725897920604915
0.45,0.9890859481582538,0.004725897920604915
0.46,0.9890859481582538,0.004725897920604915
0.47000000000000003,0.9877216916780355,0.004253308128544423
0.48,0.9877216916780355,0.004253308128544423
0.49,0.9877216916780355,0.004253308128544423
0.5,0.9863574351978172,0.003780718336483932
0.51,0.9836289222373806,0.003780718336483932
0.52,0.9836289222373806,0.0033081285444234404
0.53,0.9836289222373806,0.0033081285444234404
0.54,0.9822646657571623,0.0033081285444234404
0.55,0.9795361527967258,0.0033081285444234404
0.56,0.9795361527967258,0.0033081285444234404
0.5700000000000001,0.9795361527967258,0.0033081285444234404
0.58,0.9795361527967258,0.0033081285444234404
0.59,0.9795361527967258,0.0033081285444234404
0.6,0.9795361527967258,0.0033081285444234404
0.61,0.9795361527967258,0.0033081285444234404
0.62,0.9781718963165075,0.0033081285444234404
0.63,0.9768076398362893,0.0033081285444234404
0.64,0.9768076398362893,0.0033081285444234404
0.65,0.9740791268758526,0.0033081285444234404
0.66,0.9740791268758526,0.002835538752362949
0.67,0.9740791268758526,0.002835538752362949
0.68,0.9713506139154161,0.002835538752362949
0.6900000000000001,0.9699863574351978,0.002835538752362949
0.7000000000000001,0.965893587994543,0.002835538752362949
0.71,0.9645293315143247,0.002835538752362949
0.72,0.9618008185538881,0.0023629489603024575
0.73,0.9604365620736699,0.0023629489603024575
0.74,0.9590723055934516,0.0023629489603024575
0.75,0.9590723055934516,0.0023629489603024575
0.76,0.9590723055934516,0.0023629489603024575
0.77,0.9590723055934516,0.0023629489603024575
0.78,0.9590723055934516,0.0023629489603024575
0.79,0.9577080491132333,0.0023629489603024575
0.8,0.956343792633015,0.0023629489603024575
0.81,0.9549795361527967,0.0023629489603024575
0.8200000000000001,0.9549795361527967,0.0023629489603024575
0.8300000000000001,0.9481582537517054,0.0023629489603024575
0.84,0.946793997271487,0.001890359168241966
0.85,0.9454297407912687,0.001890359168241966
0.86,0.9454297407912687,0.001890359168241966
0.87,0.9440654843110505,0.001890359168241966
0.88,0.9427012278308322,0.001890359168241966
0.89,0.9399727148703957,0.0014177693761814746
0.9,0.9331514324693042,0.000945179584120983
0.91,0.9290586630286494,0.000945179584120983
0.92,0.9208731241473397,0.000945179584120983
0.93,0.9140518417462483,0.0004725897920604915
0.9400000000000001,0.897680763983629,0.0004725897920604915
0.9500000000000001,0.888130968622101,0.0
0.96,0.8608458390177354,0.0
0.97,0.8212824010914052,0.0
0.98,0.7557980900409277,0.0
0.99,0.6221009549795361,0.0
1.0,0.0,0.0
